x,y,z
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.003937545753995641,-9.172869359559147e-06,0.0
0.007771370450955214,-3.819990722482835e-05,0.0
0.011812182192592464,-9.233030863527145e-05,0.0
0.015749054842547378,-0.0001657090819854874,0.0
0.019685542878842756,-0.000257429561948893,0.0
0.023517916416866267,-0.00036682536169242816,0.0
0.02745322665173623,-0.0004998067952429753,0.0
0.031491324774771574,-0.0006574557103954373,0.0
0.03532140491888216,-0.0008293291104149235,0.0
0.03925402347724936,-0.0010264635334039976,0.0
0.0431856808712772,-0.0012419184992962383,0.0
0.04721958641494157,-0.0014841904467111635,0.0
0.051045221486133906,-0.0017363227096359947,0.0
0.054972842844443454,-0.0020158601348441822,0.0
0.05889911916422673,-0.0023136939258258426,0.0
0.06272049793537794,-0.002623724026524517,0.0
0.06674646621617661,-0.002973965420013845,0.0
0.07066736391514092,-0.003335782971547574,0.0
0.0744831791347485,-0.0037080847117470193,0.0
0.07840006847579299,-0.00411098494301193,0.0
0.08231503812826177,-0.0045321301989390715,0.0
0.08633071051688802,-0.0049854125600949425,0.0
0.09013788187055613,-0.0054376300517437305,0.0
0.09404546364171452,-0.005922558302160421,0.0
0.09795074364399921,-0.006425687321494986,0.0
0.10175063117734526,-0.006935500139954682,0.0
0.10575272050180677,-0.007496187816599487,0.0
0.10964927705256602,-0.008062930926902943,0.0
0.11354315076593914,-0.008647822549892242,0.0
0.11733151504987006,-0.00923718697720443,0.0
0.12132097010590849,-0.009881654189372523,0.0
0.12520478863209714,-0.010529963037048843,0.0
0.12898303882189946,-0.011181023617335391,0.0
0.13285984775465495,-0.011870010703751932,0.0
0.13673340451063248,-0.01257705296879841,0.0
0.14070503681854116,-0.013323528984813898,0.0
0.144468807291743,-0.01405365650860581,0.0
0.14833031972685468,-0.014823768461388784,0.0
0.15218820217782345,-0.015611863443512619,0.0
0.1559404857669286,-0.01639889726926374,0.0
0.15989069702422942,-0.017251493688681615,0.0
0.16373521556182102,-0.01810239199074592,0.0
0.16757572790353195,-0.018971193268085877,0.0
0.17131068683922324,-0.01983671976949658,0.0
0.175141880556732,-0.020745733193634347,0.0
0.17906894912935703,-0.02169926455526386,0.0
0.1827892978674204,-0.022625579643737848,0.0
0.18660515947777254,-0.023596945114084604,0.0
0.19041645392797776,-0.02458607873507629,0.0
0.19432266885448157,-0.025621730500714365,0.0
0.1980227799623208,-0.026625838147129453,0.0
0.2018174384806308,-0.02767698867667276,0.0
0.20560715833790888,-0.02874580770237054,0.0
0.21316888105375467,-0.030945162927035263,0.0
0.21694066846703325,-0.032075636462937214,0.0
0.22060737650588055,-0.03319559473617624,0.0
0.2243671059749444,-0.03436554560086863,0.0
0.2281213436528225,-0.0355530009323829,0.0
0.23196793427993745,-0.036791883565686655,0.0
0.2356103567987433,-0.03798846727376574,0.0
0.23934473222138405,-0.03923698275589564,0.0
0.24307325008323658,-0.040502883723660545,0.0
0.2466971366748279,-0.041754482839683436,0.0
0.25050916100601917,-0.043095959686340155,0.0
0.25421654086780776,-0.044422490977620584,0.0
0.25791769997400577,-0.04576628113123413,0.0
0.26151455064087326,-0.04709357900895393,0.0
0.2652976134342743,-0.04851467912256132,0.0
0.2689763680871842,-0.04991864312139991,0.0
0.27255109709873654,-0.05130441614390786,0.0
0.27621493193347196,-0.05274686718644631,0.0
0.27987200639706944,-0.05420637295006803,0.0
0.2836174148145125,-0.05572393857245706,0.0
0.2871623057842171,-0.05718435029140859,0.0
0.29079509475303417,-0.05870329565394871,0.0
0.2944207672887277,-0.060239150259782,0.0
0.297943138699323,-0.06175307034412118,0.0
0.30164655203687424,-0.0633704198063455,0.0
0.305246698279566,-0.06496519180809798,0.0
0.30883937515530957,-0.06657672014258012,0.0
0.31232923346148467,-0.06816415309510612,0.0
0.3159048193629986,-0.06981325471939616,0.0
0.31956557604718605,-0.07152496442927321,0.0
0.32302908506172834,-0.07316909328131886,0.0
0.32657730468055624,-0.07487628051267513,0.0
0.33011753173597413,-0.07659998092238351,0.0
0.3337415982925669,-0.07838806124079663,0.0
0.3371698773466388,-0.08010444030829768,0.0
0.34068152638434657,-0.08188563983173901,0.0
0.34418483842077835,-0.08368318134217319,0.0
0.3475867354953152,-0.08545127372386645,0.0
0.3511616042264577,-0.08733579042233586,0.0
0.35463513907215655,-0.08919021927836074,0.0
0.35800775264860946,-0.09101354921007072,0.0
0.36146165675347897,-0.09290428904958004,0.0
0.3649067141184321,-0.09481110064450064,0.0
0.36843212286788907,-0.0967865962230739,0.0
0.3717657695570543,-0.0986802313853377,0.0
0.3751792756769979,-0.10064296587462772,0.0
0.3751792756769979,-0.10064296587462773,0.0
0.3751792756769979,-0.10064296587462773,0.0
0.3751792756769979,-0.10064296587462772,0.0
0.3751792756769979,-0.10064296587462773,0.0
0.3751792756769979,-0.10064296587462773,0.0
0.3751792756769979,-0.10064296587462772,0.0
0.3751792756769979,-0.10064296587462772,0.0
0.3751792756769979,-0.10064296587462772,0.0
0.3751792756769979,-0.10064296587462772,0.0
0.3751792756769979,-0.10064296587462773,0.0
0.3751792756769979,-0.10064296587462773,0.0
0.3752743310437741,-0.10068421491482042,0.0
0.3751788484885808,-0.10064396460148584,0.0
0.3751788484885808,-0.10064396460148584,0.0
0.3751788484885808,-0.10064396460148582,0.0
0.3751788484885808,-0.10064396460148581,0.0
0.3751788484885808,-0.10064396460148582,0.0
0.3751788484885808,-0.10064396460148582,0.0
0.3752765522613915,-0.10067847516288864,0.0
0.37517849208479975,-0.10064499072117945,0.0
0.37517849208479975,-0.10064499072117945,0.0
0.37517849208479975,-0.10064499072117944,0.0
0.37517849208479975,-0.10064499072117945,0.0
0.37517849208479975,-0.10064499072117945,0.0
0.3751784920847997,-0.10064499072117944,0.0
0.3751784920847997,-0.10064499072117945,0.0
0.3751784920847997,-0.10064499072117945,0.0
0.3751784920847997,-0.10064499072117945,0.0
0.3752791572851465,-0.10066955743664807,0.0
0.3751782400845467,-0.10064604733896905,0.0
0.3751782400845467,-0.10064604733896905,0.0
0.3751782400845467,-0.10064604733896905,0.0
0.3751782400845467,-0.10064604733896905,0.0
0.3751782400845467,-0.10064604733896905,0.0
0.3751782400845467,-0.10064604733896905,0.0
0.37528037505790257,-0.10066352456092775,0.0
0.3751780624838353,-0.10064711897475984,0.0
0.3751780624838353,-0.10064711897475984,0.0
0.3751780624838353,-0.10064711897475984,0.0
0.3751780624838353,-0.10064711897475984,0.0
0.3751780624838353,-0.10064711897475984,0.0
0.3751780624838353,-0.10064711897475984,0.0
0.3751780624838353,-0.10064711897475984,0.0
0.3751780624838353,-0.10064711897475984,0.0
0.3751780624838353,-0.10064711897475984,0.0
0.3751780624838353,-0.10064711897475984,0.0
0.3751780624838353,-0.10064711897475984,0.0
0.3751780624838353,-0.10064711897475984,0.0
0.3751780624838353,-0.10064711897475984,0.0
0.3751780624838353,-0.10064711897475984,0.0
0.3751780624838353,-0.10064711897475984,0.0
0.3751780624838353,-0.10064711897475984,0.0
0.37528168199178596,-0.10064705862710567,0.0
0.375178068810099,-0.10064820520920008,0.0
0.375178068810099,-0.10064820520920008,0.0
0.375178068810099,-0.10064820520920008,0.0
0.375178068810099,-0.10064820520920008,0.0
0.375178068810099,-0.10064820520920008,0.0
0.375178068810099,-0.10064820520920008,0.0
0.3752814311538139,-0.1006409091848339,0.0
0.3751781509734439,-0.1006492883502184,0.0
